,r_id,veg_class
44551,257640,0
44552,257319,0
44553,243104,0
44554,26019,0
44555,282245,0
44556,234462,0
44557,125478,0
44558,222894,0
44559,264605,1
44560,415743,0
44561,27916,2
44562,101431,1
44563,33130,2
44564,152903,1
44565,196554,2
44566,498751,0
44567,201857,2
44568,446472,0
44569,321236,0
44570,52145,0
44571,190440,0
44572,206459,0
44573,408336,0
44574,16077,0
44575,292772,0
44576,325003,1
44577,281861,0
44578,461484,0
44579,147178,0
44580,285547,1
44581,112712,0
44582,297277,1
44583,502034,0
44584,188755,0
44585,296351,2
44586,209973,0
44587,110458,2
44588,245851,0
44589,138490,1
44590,170259,0
44591,49911,0
44592,3230,2
44593,482153,2
44594,377011,0
44595,390508,0
44596,370673,0
44597,511331,0
44598,185297,0
44599,59824,1
44600,94952,2
44601,183303,0
44602,237281,1
44603,76546,0
44604,365910,0
44605,136777,0
44606,396820,0
44607,84114,0
44608,143251,0
44609,340610,1
44610,28159,1
44611,76748,0
44612,92910,2
44613,100447,0
44614,376969,2
44615,45178,0
44616,88604,0
44617,58598,1
44618,77465,2
44619,10251,1
44620,264969,0
44621,257316,0
44622,23825,0
44623,12630,0
44624,434,0
44625,293231,0
44626,118362,0
44627,84732,2
44628,84256,0
44629,245067,0
44630,310395,0
44631,131528,2
44632,465367,2
44633,204776,0
44634,148921,2
44635,181099,2
44636,376892,0
44637,211424,0
44638,20923,0
44639,48916,1
44640,257122,0
44641,209135,0
44642,373157,0
44643,459488,0
44644,102858,0
44645,10480,2
44646,82002,2
44647,151456,0
44648,13905,0
44649,229140,0
44650,203524,1
44651,7722,0
44652,425823,1
44653,6525,2
44654,88521,0
44655,336855,2
44656,238951,0
44657,34211,2
44658,152719,0
44659,440751,2
44660,211536,0
44661,382262,0
44662,152221,2
44663,227847,2
44664,119532,2
44665,370663,2
44666,107316,0
44667,204092,0
44668,79108,2
44669,371543,2
44670,239794,0
44671,142340,0
44672,350129,2
44673,51846,0
44674,423286,0
44675,159799,0
44676,183194,0
44677,23458,0
44678,37192,1
44679,357851,0
44680,231739,0
44681,111553,2
44682,121870,2
44683,2718,0
44684,329,1
44685,350695,0
44686,232374,0
44687,57363,0
44688,263633,2
44689,90454,1
44690,333801,0
44691,381832,0
44692,113951,0
44693,428698,0
44694,172532,1
44695,349640,1
44696,108941,0
44697,255572,2
44698,170586,0
44699,56758,0
44700,52834,0
44701,364472,0
44702,74449,2
44703,101332,0
44704,382567,2
44705,198279,0
44706,48600,0
44707,108464,0
44708,483300,0
44709,18690,0
44710,97896,0
44711,30704,2
44712,477504,0
44713,83744,0
44714,291308,0
44715,218107,0
44716,286932,0
44717,83436,2
44718,400814,0
44719,289883,2
44720,76508,0
44721,142544,0
44722,192584,0
44723,23528,0
44724,473564,0
44725,213388,0
44726,144487,0
44727,40188,2
44728,440729,0
44729,184922,0
44730,34470,1
44731,243330,0
44732,13877,0
44733,294374,2
44734,320504,1
44735,235015,2
44736,390560,2
44737,241879,0
44738,138505,0
44739,11116,1
44740,183277,0
44741,192550,1
44742,62435,0
44743,216540,0
44744,41254,0
44745,216656,0
44746,315145,0
44747,352068,0
44748,162216,0
44749,119139,2
44750,466257,0
44751,110256,2
44752,50115,0
44753,320839,0
44754,56258,0
44755,74477,0
44756,25626,1
44757,264164,2
44758,168023,2
44759,355419,0
44760,58779,1
44761,214519,2
44762,299749,0
44763,106055,0
44764,153012,0
44765,37782,2
44766,52758,0
44767,412128,0
44768,77169,0
44769,314594,2
44770,389530,0
44771,219123,0
44772,124802,2
44773,64525,0
44774,370596,0
44775,272409,2
44776,237011,0
44777,230722,0
44778,494727,0
44779,261193,0
44780,400789,0
44781,323736,0
44782,168936,0
44783,278354,0
44784,274258,2
44785,197504,0
44786,70514,2
44787,91542,0
44788,258511,0
44789,235744,0
44790,134652,0
44791,104926,0
44792,44036,2
44793,408493,2
44794,205584,0
44795,202703,1
44796,108474,2
44797,81687,2
44798,370964,2
44799,108685,1
44800,141099,2
44801,165180,0
44802,108877,0
44803,248079,1
44804,297489,0
44805,434312,0
44806,89058,0
44807,475899,2
44808,500197,0
44809,168034,0
44810,375,0
44811,53893,0
44812,78693,2
44813,398740,2
44814,183795,0
44815,238985,2
44816,148331,0
44817,64402,0
44818,82519,1
44819,77963,0
44820,351626,0
44821,359493,0
44822,423772,0
44823,50225,0
44824,22089,2
44825,125427,2
44826,428713,2
44827,197712,1
44828,96777,1
44829,182014,0
44830,32412,0
44831,199902,2
44832,11293,2
44833,259670,1
44834,28607,0
44835,349575,0
44836,271209,2
44837,304229,0
44838,280527,2
44839,527820,0
44840,124343,0
44841,29160,0
44842,44387,0
44843,14012,0
44844,305481,0
44845,352523,0
44846,19072,0
44847,88956,0
44848,14549,0
44849,29441,0
44850,124412,0
44851,109988,0
44852,256209,0
44853,177117,0
44854,436018,0
44855,37461,0
44856,171671,0
44857,74427,0
44858,206010,0
44859,217251,0
44860,124733,2
44861,266274,2
44862,344575,0
44863,400130,0
44864,293529,0
44865,406969,0
44866,182085,0
44867,538570,0
44868,78683,0
44869,190424,0
44870,210510,0
44871,253107,0
44872,100348,2
44873,164667,0
44874,28983,2
44875,227203,0
44876,92333,0
44877,157623,0
44878,7311,0
44879,301448,0
44880,182854,1
44881,53455,0
44882,215999,0
44883,80318,1
44884,295769,2
44885,57673,1
44886,158881,0
44887,390582,1
44888,252369,0
44889,311242,2
44890,133020,0
44891,51659,0
44892,93105,1
44893,466502,0
44894,311229,0
44895,10435,0
44896,105424,0
44897,464725,2
44898,8169,0
44899,91767,1
44900,172467,2
44901,17031,0
44902,442905,0
44903,35916,0
44904,53241,0
44905,324413,0
44906,300415,0
44907,176796,0
44908,286260,0
44909,427191,0
44910,66544,0
44911,196304,2
44912,142510,0
44913,128460,1
44914,282066,0
44915,398164,0
44916,59862,0
44917,243521,2
44918,375996,0
44919,99674,0
44920,59330,0
44921,81775,1
44922,447755,0
44923,78980,2
44924,89977,1
44925,260467,0
44926,142264,0
44927,214226,1
44928,53590,2
44929,26843,1
44930,201403,0
44931,40604,0
44932,28774,2
44933,108835,1
44934,109943,2
44935,22416,0
44936,86165,2
44937,202935,2
44938,380565,0
44939,154895,0
44940,16592,0
44941,19456,0
44942,4450,0
44943,116593,0
44944,182671,0
44945,49483,2
44946,479410,2
44947,386564,0
44948,274353,2
44949,249918,2
44950,298801,2
44951,345413,0
44952,283590,0
44953,182140,0
44954,203275,0
44955,3845,0
44956,7527,0
44957,138727,2
44958,106773,0
44959,438995,2
44960,185739,0
44961,248656,2
44962,391988,0
44963,17342,1
44964,281876,1
44965,276978,0
44966,45149,2
44967,88119,0
44968,437214,2
44969,59510,0
44970,95258,0
44971,67949,0
44972,61037,2
44973,154551,1
44974,307019,0
44975,290419,0
44976,36219,0
44977,277481,1
44978,502786,0
44979,132396,1
44980,334315,2
44981,445895,0
44982,209634,1
44983,157746,2
44984,292369,0
44985,305507,0
44986,289671,2
44987,149366,0
44988,308553,0
44989,201490,1
44990,38981,1
44991,430001,0
44992,339543,0
44993,55943,1
44994,535783,0
44995,255791,0
44996,298551,0
44997,265367,0
44998,28421,0
44999,345856,2
45000,422135,0
45001,17542,0
45002,168755,0
45003,254003,0
45004,384612,2
45005,248578,0
45006,41391,0
45007,339914,0
45008,462654,0
45009,162349,2
45010,472525,0
45011,65694,0
45012,237235,2
45013,289804,0
45014,146824,0
45015,370325,1
45016,200327,0
45017,193141,0
45018,171175,1
45019,301523,0
45020,72928,0
45021,11057,1
45022,181223,0
45023,445229,0
45024,124200,0
45025,74029,1
45026,76584,1
45027,221594,0
45028,488437,2
45029,465318,0
45030,318158,2
45031,1409,0
45032,56686,1
45033,127266,1
45034,195547,1
45035,275056,2
45036,332221,0
45037,157890,2
45038,163470,0
45039,81219,2
45040,85205,0
45041,81986,0
45042,41051,0
45043,469964,0
45044,11673,2
45045,310164,0
45046,60022,1
45047,484302,2
45048,146604,2
45049,234787,0
45050,109347,2
45051,246998,2
45052,92633,1
45053,518852,0
45054,170709,0
45055,270259,2
45056,92061,0
45057,9499,0
45058,472880,0
45059,134579,0
45060,126879,0
45061,241804,1
45062,165722,0
45063,249005,2
45064,29491,0
45065,318838,0
45066,236553,0
45067,257821,2
45068,164333,1
45069,154187,0
45070,350720,1
45071,73937,0
45072,114303,2
45073,52169,2
45074,90918,0
45075,333441,2
45076,283362,0
45077,538611,0
45078,25320,0
45079,82279,1
45080,124780,0
45081,315184,0
45082,40489,0
45083,11688,0
45084,282870,2
45085,72853,0
45086,161165,1
45087,179963,1
45088,133819,0
45089,18451,2
45090,97365,0
45091,420190,0
45092,10667,2
45093,131957,0
45094,73840,2
45095,39610,0
45096,478111,0
45097,112339,0
45098,353029,0
45099,418291,1
45100,210017,0
45101,321421,0
45102,253399,2
45103,168663,0
45104,209046,0
45105,213732,0
45106,77431,2
45107,116446,2
45108,81867,2
45109,390723,2
45110,61630,0
45111,250366,0
45112,533923,1
45113,100606,2
45114,316419,2
45115,1242,0
45116,229368,1
45117,501173,1
45118,141471,0
45119,228583,2
45120,244827,0
45121,363212,0
45122,17854,0
45123,53599,0
45124,5453,2
45125,109235,0
45126,308922,2
45127,247315,1
45128,235251,1
45129,233317,2
45130,103176,2
45131,233540,0
45132,232085,2
45133,49576,0
45134,463107,0
45135,134789,0
45136,119461,0
45137,517709,0
45138,168161,0
45139,304954,1
45140,408965,0
45141,498789,0
45142,8370,2
45143,373132,0
45144,81254,0
45145,241650,2
45146,232419,0
45147,130297,2
45148,487792,0
45149,142918,0
45150,64380,2
45151,76356,1
45152,77771,0
45153,103523,2
45154,31814,2
45155,157445,0
45156,250517,0
45157,20036,2
45158,121519,0
45159,423593,0
45160,344489,0
45161,127140,0
45162,77001,0
45163,37555,2
45164,337294,1
45165,193022,0
45166,256433,0
45167,223212,1
45168,231302,0
45169,224395,0
45170,183825,0
45171,144710,1
45172,179783,0
45173,35752,0
45174,58173,0
45175,279935,0
45176,69271,1
45177,3743,0
45178,237045,0
45179,213476,0
45180,96126,2
45181,16768,0
45182,329528,0
45183,76815,2
45184,207092,2
45185,194704,0
45186,359125,0
45187,367362,0
45188,23380,1
45189,242613,2
45190,176757,0
45191,160937,1
45192,321109,2
45193,50336,0
45194,106666,0
45195,152619,0
45196,221686,0
45197,468307,0
45198,137794,0
45199,369910,0
45200,287127,0
45201,128134,2
45202,310724,2
45203,109552,0
45204,325076,0
45205,264827,0
45206,358263,1
45207,272016,0
45208,188329,0
45209,186186,1
45210,77458,1
45211,107183,0
45212,204183,0
45213,95978,1
45214,219657,1
45215,192962,0
45216,8624,1
45217,24856,0
45218,335360,1
45219,135083,1
45220,143831,0
45221,105045,1
45222,404324,0
45223,314973,0
45224,266129,0
45225,49765,2
45226,15594,0
45227,71841,2
45228,95628,2
45229,197335,0
45230,259581,1
45231,22966,0
45232,44413,0
45233,15983,2
45234,235372,0
45235,45628,2
45236,402151,1
45237,141310,0
45238,57352,2
45239,278842,0
45240,43205,0
45241,524744,0
45242,490747,2
45243,322152,2
45244,519642,0
45245,481910,0
45246,312695,0
45247,235406,0
45248,144939,0
45249,482395,0
45250,243479,0
45251,29505,2
45252,16618,0
45253,369049,0
45254,502130,0
45255,180886,1
45256,131323,0
45257,369112,0
45258,118927,0
45259,337279,0
45260,216689,0
45261,495849,1
45262,271759,0
45263,7732,0
45264,296679,2
45265,8040,0
45266,428722,0
45267,3710,0
45268,229340,2
45269,24092,2
45270,308090,0
45271,16442,0
45272,214527,0
45273,91292,1
45274,3000,1
45275,187601,0
45276,183652,1
45277,256364,0
45278,344978,2
45279,105914,0
45280,24691,0
45281,31232,2
45282,43105,1
45283,248471,0
45284,4921,0
45285,102120,0
45286,78119,2
45287,218293,0
45288,112965,0
45289,424193,0
45290,15387,0
45291,79469,1
45292,113014,0
45293,194201,0
45294,471960,0
45295,210471,2
45296,286425,0
45297,49473,2
45298,388658,2
45299,413580,0
45300,112695,1
45301,321819,0
45302,88540,1
45303,114677,0
45304,267203,2
45305,264103,2
45306,321500,1
45307,42105,0
45308,333618,2
45309,62912,2
45310,16149,1
45311,290656,0
45312,29835,1
45313,422971,0
45314,306246,0
45315,293515,0
45316,290809,0
45317,369120,0
45318,31351,1
45319,234170,2
45320,302753,2
45321,224003,0
45322,476212,1
45323,125685,0
45324,67969,0
45325,49029,0
45326,30903,0
45327,196441,0
45328,28109,0
45329,37736,1
45330,124666,0
45331,14439,1
45332,91758,0
45333,128243,0
45334,227126,0
45335,27420,2
45336,376473,0
45337,411816,1
45338,205453,1
45339,17506,0
45340,483263,0
45341,487297,1
45342,147062,0
45343,82893,0
45344,215760,2
45345,33781,2
45346,53269,0
45347,285539,2
45348,190919,0
45349,163311,0
45350,81299,2
45351,89931,0
45352,90646,0
45353,389557,0
45354,382782,2
45355,106791,1
45356,64133,2
45357,3284,0
45358,210851,0
45359,415283,0
45360,197320,2
45361,12399,0
45362,149038,0
45363,60456,1
45364,429041,0
45365,106515,2
45366,130363,0
45367,4126,0
45368,137081,0
45369,313459,1
45370,111012,1
45371,20037,0
45372,113772,0
45373,413402,1
45374,84935,0
45375,111610,2
45376,481547,2
45377,23807,2
45378,47654,0
45379,317773,0
45380,349663,1
45381,184826,1
45382,146521,1
45383,248423,2
45384,131417,1
45385,83643,0
45386,436704,0
45387,186690,0
45388,320697,2
45389,330838,0
45390,458272,1
45391,50467,1
45392,24046,1
45393,482413,0
45394,185704,2
45395,292800,0
45396,123464,0
45397,19530,1
45398,117742,2
45399,124580,2
45400,74980,0
45401,53377,2
45402,246430,0
45403,31737,1
45404,204525,2
45405,41173,2
45406,225459,0
45407,378968,1
45408,418046,0
45409,80576,0
45410,91718,0
45411,174223,1
45412,56269,0
45413,160619,0
45414,7173,2
45415,296500,0
45416,43645,1
45417,10700,0
45418,13780,2
45419,270391,0
45420,101688,0
45421,170484,0
45422,107593,1
45423,198840,0
45424,334364,2
45425,388382,0
45426,86487,2
45427,427637,0
45428,313268,0
45429,462564,0
45430,168324,0
45431,59802,0
45432,351171,2
45433,53761,0
45434,206440,1
45435,116973,0
45436,98087,1
45437,507465,2
45438,325100,2
45439,106824,0
45440,168875,0
45441,124178,0
45442,105298,1
45443,155914,0
45444,183282,1
45445,19740,0
45446,49017,0
45447,230957,1
45448,396307,0
45449,395635,2
45450,238559,0
45451,13277,0
45452,159466,0
45453,342156,0
45454,97020,2
45455,25953,0
45456,124703,1
45457,23974,0
45458,7674,2
45459,331866,2
45460,410185,1
45461,90515,0
45462,383990,0
45463,62062,2
45464,172966,0
45465,73827,1
45466,291125,1
45467,144759,0
45468,238073,0
45469,298941,0
45470,70587,2
45471,232869,0
45472,107800,1
45473,68762,2
45474,232927,0
45475,207879,2
45476,292545,1
45477,259369,0
45478,38845,0
45479,123595,2
45480,163577,0
45481,155080,0
45482,19917,0
45483,62329,0
45484,485847,2
45485,385817,0
45486,390565,1
45487,124208,0
45488,55664,0
45489,409688,0
45490,267678,0
45491,201358,0
45492,372612,1
45493,221028,0
45494,182935,2
45495,15372,1
45496,163453,0
45497,171714,0
45498,279964,1
45499,280246,0
45500,295652,1
45501,352680,1
45502,216275,0
45503,281857,2
45504,176482,0
45505,318066,0
45506,158485,1
45507,221067,0
45508,190196,0
45509,372944,0
45510,42415,0
45511,51019,0
45512,194447,0
45513,121287,2
45514,12115,1
45515,95510,0
45516,141472,0
45517,29448,1
45518,145906,0
45519,71708,0
45520,219590,0
45521,77142,0
45522,47526,2
45523,109478,2
45524,195963,2
45525,355533,0
45526,237760,2
45527,347238,1
45528,15515,1
45529,448525,2
45530,128976,2
45531,29485,0
45532,42305,0
45533,280918,0
45534,30667,0
45535,129973,2
45536,77049,1
45537,177530,0
45538,82375,2
45539,156010,2
45540,251790,0
45541,146461,2
45542,16323,0
45543,208005,0
45544,81461,2
45545,83025,0
45546,133022,0
45547,18999,0
45548,122575,0
45549,1217,1
45550,235004,2
45551,18671,1
45552,84936,0
45553,109914,0
45554,16559,0
45555,261760,0
45556,169872,2
45557,487671,2
45558,96629,0
45559,300438,0
45560,337618,0
45561,225255,2
45562,332274,2
45563,29591,1
45564,151801,1
45565,778,0
45566,257971,0
45567,327681,2
45568,395852,2
45569,303413,0
45570,92244,0
45571,261786,0
45572,282974,0
45573,281023,2
45574,55765,2
45575,314757,0
45576,304213,1
45577,26885,0
45578,67375,0
45579,504540,1
45580,177384,1
45581,437306,0
45582,260957,2
45583,57984,0
45584,137889,1
45585,26297,1
45586,309003,0
45587,404931,2
45588,109714,1
45589,271800,2
45590,19129,0
45591,40129,1
45592,187760,0
45593,105835,0
45594,102925,2
45595,332661,0
45596,133068,2
45597,200103,2
45598,71984,1
45599,348464,0
45600,282852,0
45601,120620,0
45602,246457,0
45603,253490,0
45604,101388,1
45605,410663,2
45606,247905,1
45607,17618,1
45608,190471,2
45609,164653,1
45610,164068,0
45611,249304,0
45612,114096,1
45613,252038,0
45614,318787,0
45615,51058,0
45616,190507,0
45617,464220,0
45618,131801,0
45619,4711,2
45620,79053,0
45621,143103,0
45622,33194,0
45623,332291,0
45624,288603,0
45625,162119,1
45626,486965,2
45627,432961,0
45628,60711,2
45629,424367,2
45630,205343,1
45631,501720,2
45632,330869,0
45633,156366,0
45634,293660,2
45635,329931,0
45636,64852,0
45637,79708,0
45638,41275,0
45639,13463,0
45640,52404,0
45641,43516,0
45642,143877,0
45643,19240,0
45644,311152,0
45645,62878,2
45646,427104,1
45647,225889,2
45648,30356,2
45649,173984,0
45650,317276,2
45651,26215,1
45652,308611,0
45653,342980,1
45654,294054,0
45655,419381,1
45656,291711,0
45657,325789,0
45658,11321,0
45659,142213,0
45660,139114,0
45661,32686,0
45662,64288,1
45663,72801,0
45664,56653,2
45665,277324,1
45666,84963,0
45667,103603,2
45668,374107,1
45669,244189,0
45670,197141,2
45671,283854,1
45672,192961,0
45673,97455,1
45674,99241,2
45675,350989,0
45676,218322,0
45677,205715,2
45678,49669,0
45679,233994,0
45680,151883,1
45681,475976,0
45682,280926,2
45683,10299,1
45684,190972,2
45685,231040,0
45686,377055,2
45687,374300,0
45688,294202,1
45689,147054,2
45690,137524,1
45691,9215,0
45692,80311,0
45693,216412,0
45694,268975,0
45695,352082,2
45696,98549,2
45697,55736,1
45698,7495,1
45699,303232,1
45700,250429,0
45701,163973,0
45702,532963,0
45703,154183,0
45704,465397,2
45705,304575,2
45706,179717,1
45707,131524,0
45708,122061,2
45709,301264,0
45710,50495,2
45711,487131,0
45712,152165,0
45713,40853,1
45714,293168,2
45715,43503,0
45716,147523,0
45717,72274,0
45718,408320,0
45719,63874,0
45720,474503,2
45721,458578,2
45722,70770,0
45723,202523,1
45724,295210,0
45725,339156,0
45726,47560,0
45727,183508,0
45728,385117,2
45729,321840,0
45730,281717,1
45731,258990,1
45732,400946,0
45733,299269,0
45734,296100,0
45735,52951,0
45736,361430,2
45737,37400,0
45738,166164,0
45739,249323,2
45740,17070,0
45741,251388,0
45742,56552,0
45743,29612,0
45744,43407,0
45745,354516,1
45746,189082,1
45747,42895,0
45748,344466,1
45749,33205,0
45750,370992,2
45751,389378,0
45752,263362,0
45753,76804,0
45754,198485,0
45755,204891,2
45756,411506,1
45757,51504,1
45758,53166,0
45759,76941,0
45760,271452,0
45761,220102,0
45762,359832,0
45763,28590,1
45764,72535,1
45765,42038,2
45766,270298,0
45767,277765,0
45768,111041,2
45769,146561,0
45770,373965,2
45771,39930,1
45772,78233,0
45773,111256,1
45774,333802,0
45775,412361,1
45776,11367,2
45777,15068,0
45778,58312,0
45779,29634,0
45780,202430,0
45781,63643,2
45782,112755,1
45783,58479,0
45784,204977,1
45785,421678,2
45786,417092,0
45787,211058,0
45788,310757,1
45789,178472,2
45790,150358,0
45791,30860,0
45792,240260,0
45793,9973,0
45794,392388,1
45795,104043,0
45796,409266,0
45797,33149,0
45798,58856,2
45799,110152,0
45800,156338,1
45801,174779,0
45802,67358,0
45803,229702,2
45804,24243,2
45805,167289,0
45806,417510,0
45807,127781,0
45808,42021,1
45809,436627,2
45810,30093,2
45811,358737,0
45812,14277,0
45813,310639,0
45814,117795,2
45815,194930,1
45816,19578,0
45817,27866,2
45818,280749,0
45819,26068,0
45820,321246,0
45821,450270,0
45822,191587,0
45823,106310,2
45824,337911,2
45825,35391,1
45826,121847,0
45827,381476,2
45828,487271,1
45829,41806,1
45830,171157,2
45831,258043,0
45832,74835,0
45833,269022,0
45834,49105,2
45835,90885,0
45836,433739,2
45837,164660,0
45838,293711,2
45839,121938,0
45840,60018,2
45841,189022,2
45842,86768,0
45843,64961,0
45844,195495,1
45845,35552,0
45846,134633,1
45847,450139,0
45848,2364,0
45849,347782,2
45850,149813,0
45851,95323,0
45852,75499,0
45853,369457,1
45854,222812,2
45855,426490,0
45856,489155,1
45857,64726,0
45858,52916,0
45859,111575,0
45860,329984,1
45861,222568,0
45862,102147,0
45863,331269,0
45864,438805,0
45865,135123,1
45866,35824,0
45867,227802,1
45868,359051,0
45869,48667,1
45870,260296,2
45871,346029,0
45872,139975,0
45873,144806,0
45874,47149,0
45875,67734,0
45876,349990,2
45877,458624,1
45878,30265,0
45879,15725,1
45880,4465,2
45881,162183,2
45882,347356,1
45883,425726,1
45884,267812,2
45885,67627,0
45886,87324,2
45887,88611,0
45888,257663,1
45889,316304,0
45890,26239,2
45891,103223,1
45892,22128,0
45893,124536,1
45894,12590,2
45895,316119,0
45896,74470,0
45897,53550,0
45898,15347,2
45899,211977,1
45900,159169,0
45901,118246,2
45902,30995,0
45903,61144,0
45904,37904,0
45905,212501,0
45906,132604,2
45907,351319,0
45908,171561,1
45909,272221,0
45910,65684,0
45911,16173,0
45912,55255,2
45913,53159,0
45914,261388,2
45915,195272,0
45916,377716,0
45917,453266,0
45918,504068,1
45919,86523,0
45920,50498,1
45921,49060,2
45922,172900,0
45923,157458,0
45924,419755,0
45925,83449,0
45926,381144,0
45927,34704,0
45928,339614,1
45929,361475,0
45930,82464,2
45931,264478,0
45932,285468,2
45933,183526,2
45934,316209,2
45935,118768,2
45936,402137,2
45937,34265,0
45938,325787,0
45939,308560,0
45940,67198,1
45941,155672,0
45942,275940,0
45943,38045,1
45944,33570,0
45945,44730,1
45946,165631,1
45947,61950,0
45948,310723,1
45949,105912,0
45950,274423,1
45951,174322,1
45952,74480,0
45953,315792,1
45954,18375,2
45955,263992,0
45956,391053,2
45957,21007,2
45958,362111,2
45959,62788,2
45960,74150,0
45961,369741,2
45962,295259,2
45963,312998,0
45964,84637,0
45965,142398,1
45966,13966,0
45967,71313,0
45968,198310,0
45969,327647,0
45970,210364,1
45971,139512,1
45972,332640,0
45973,473609,1
45974,224958,1
45975,242013,1
45976,398189,2
45977,99184,2
45978,55751,0
45979,429125,0
45980,99792,0
45981,57771,2
45982,233287,0
45983,538532,0
45984,288138,0
45985,374317,0
45986,219820,2
45987,326442,0
45988,61985,0
45989,126691,0
45990,317843,0
45991,43783,0
45992,173573,0
45993,65108,0
45994,32495,0
45995,76643,2
45996,67107,0
45997,75031,0
45998,193905,2
45999,61900,0
46000,134057,0
46001,69532,2
46002,184200,0
46003,359876,0
46004,412510,2
46005,160330,1
46006,119685,1
46007,447057,1
46008,114390,1
46009,331690,2
46010,78349,1
46011,259370,2
46012,104969,2
46013,169422,0
46014,40857,2
46015,69176,0
46016,20444,0
46017,504835,2
46018,324463,2
46019,121283,0
46020,133337,2
46021,20187,2
46022,25691,0
46023,444408,2
46024,326941,0
46025,95452,0
46026,387873,0
46027,217622,0
46028,176323,2
46029,220989,0
46030,147301,0
46031,289158,0
46032,312074,1
46033,293778,0
46034,239934,0
46035,456692,1
46036,51715,1
46037,5291,0
46038,270853,2
46039,23195,0
46040,68237,2
46041,254048,2
46042,514620,2
46043,172787,0
46044,13796,2
46045,436219,2
46046,196804,1
46047,274909,0
46048,83776,0
46049,187155,1
46050,272930,0
46051,25179,0
46052,147459,0
46053,94363,2
46054,382963,0
46055,22252,0
46056,43690,0
46057,92719,0
46058,14493,2
46059,221705,2
46060,20670,1
46061,72156,1
46062,441123,0
46063,30089,1
46064,130952,0
46065,227505,0
46066,375403,2
46067,46086,0
46068,137154,0
46069,385946,0
46070,110216,0
46071,70956,0
46072,55593,0
46073,184241,0
46074,213776,1
46075,157256,0
46076,125650,2
46077,32125,0
46078,506776,2
46079,48162,0
46080,140159,1
46081,126773,2
46082,322938,1
46083,251886,0
46084,326091,0
46085,493301,2
46086,7449,0
46087,47882,2
46088,116412,0
46089,168586,2
46090,310204,1
46091,94742,0
46092,280924,0
46093,422805,1
46094,334979,0
46095,277716,1
46096,66625,1
46097,518190,0
46098,32289,0
46099,282854,0
46100,89523,0
46101,34606,0
46102,233655,2
46103,424952,2
46104,457922,0
46105,242860,2
46106,432323,0
46107,10208,0
46108,55997,2
46109,349148,2
46110,33819,0
46111,240380,1
46112,80548,0
46113,226897,1
46114,105620,0
46115,122878,0
46116,393424,1
46117,111201,2
46118,389310,0
46119,106332,0
46120,292046,1
46121,24351,0
46122,328765,0
46123,135295,1
46124,268654,2
46125,35108,1
46126,31009,0
46127,11383,0
46128,292523,2
46129,141889,2
46130,250903,2
46131,461814,0
46132,174634,1
46133,120388,2
46134,262268,0
46135,254682,2
46136,29306,1
46137,41954,2
46138,412938,0
46139,135233,0
46140,35730,0
46141,288338,0
46142,25894,0
46143,134312,1
46144,285804,2
46145,372391,0
46146,446613,1
46147,216247,0
46148,66763,0
46149,16344,2
46150,423468,0
46151,143289,0
46152,384261,0
46153,116785,1
46154,86853,2
46155,255896,2
46156,393411,2
46157,84752,0
46158,252749,0
46159,60403,1
46160,373470,0
46161,36655,0
46162,135705,0
46163,54903,2
46164,167590,0
46165,321989,1
46166,190699,0
46167,154719,0
46168,61420,0
46169,14133,0
46170,93130,1
46171,341272,0
46172,50179,0
46173,353086,0
46174,160671,0
46175,308428,1
46176,139371,1
46177,5090,2
46178,19647,0
46179,68340,0
46180,62244,1
46181,97555,1
46182,120156,0
46183,122564,0
46184,87666,2
46185,373182,0
46186,216216,0
46187,60750,1
46188,429075,0
46189,224839,1
46190,283022,1
46191,46898,0
46192,18356,2
46193,126849,0
46194,21387,0
46195,442213,1
46196,107883,0
46197,186600,0
46198,173504,2
46199,384770,2
46200,203580,2
46201,191861,2
46202,322639,0
46203,386695,0
46204,103997,2
46205,408570,0
46206,304646,0
46207,147767,2
46208,150244,2
46209,336468,0
46210,79886,0
46211,201068,0
46212,78274,0
46213,424117,2
46214,299108,0
46215,267601,2
46216,465490,0
46217,215638,0
46218,254604,0
46219,58819,2
46220,371065,0
46221,394191,2
46222,80313,0
46223,49073,2
46224,383863,2
46225,184181,2
46226,29991,0
46227,260616,0
46228,98623,1
46229,447544,0
46230,359849,0
46231,21076,2
46232,55355,0
46233,28487,2
46234,364364,1
46235,104994,0
46236,82972,2
46237,130268,0
46238,52637,1
46239,83437,2
46240,284650,1
46241,188414,1
46242,167554,0
46243,387616,0
46244,368067,2
46245,173226,0
46246,101256,2
46247,221763,1
46248,109196,1
46249,37408,2
46250,237412,0
46251,294310,0
46252,259156,2
46253,4635,0
46254,82430,0
46255,394800,2
46256,286408,0
46257,218843,1
46258,236284,2
46259,64725,2
46260,71842,0
46261,98791,2
46262,139073,2
46263,80282,1
46264,322407,0
46265,166654,0
46266,26525,0
46267,102040,0
46268,95802,0
46269,87058,0
46270,190200,0
46271,54215,1
46272,105647,0
46273,18210,0
46274,332663,0
46275,22684,2
46276,158611,0
46277,297381,0
46278,156732,2
46279,50550,0
46280,438907,2
46281,77238,1
46282,25624,1
46283,44973,0
46284,196394,2
46285,72157,0
46286,98547,2
46287,20644,2
46288,262890,0
46289,52269,2
46290,246419,2
46291,375847,0
46292,475229,1
46293,298380,1
46294,156211,0
46295,3062,0
46296,170934,2
46297,382135,2
46298,146998,0
46299,54722,0
